"date","time_of_the_day","week day","weekday_weekend","month","quarter","semester","season","year","peak_shopping_time","promotional_period","order_processing_time","return_period"
"10/4/2023","06:23:18","4","Workday","10","Fourth","Second","Autumn","2023","14:46:02","Black Friday","7","16"
"10/5/2023","16:54:42","5","Workday","10","Fourth","Second","Autumn","2023","12:34:03","Black Friday","16","14"
"10/6/2023","15:27:08","6","Weekend","10","Fourth","Second","Autumn","2023","11:24:28","Black Friday","11","19"
"10/7/2023","19:36:59","7","Weekend","10","Fourth","Second","Autumn","2023","14:40:06","Black Friday","9","18"
"10/8/2023","14:33:09","1","Workday","10","Fourth","Second","Autumn","2023","11:19:45","Black Friday","6","15"
"10/9/2023","21:14:46","2","Workday","10","Fourth","Second","Autumn","2023","14:32:38","Black Friday","6","16"
"10/10/2023","18:45:59","3","Workday","10","Fourth","Second","Autumn","2023","12:09:57","Black Friday","11","1"
"10/11/2023","12:40:30","4","Workday","10","Fourth","Second","Autumn","2023","11:06:50","Black Friday","1","9"
"10/12/2023","00:00:20","5","Workday","10","Fourth","Second","Autumn","2023","14:25:19","Black Friday","2","8"
"10/13/2023","07:53:35","6","Weekend","10","Fourth","Second","Autumn","2023","13:03:23","Black Friday","19","2"
"10/14/2023","03:30:04","7","Weekend","10","Fourth","Second","Autumn","2023","13:47:03","Black Friday","20","3"
"10/15/2023","16:13:04","1","Workday","10","Fourth","Second","Autumn","2023","14:41:06","Black Friday","11","10"
"10/16/2023","12:27:10","2","Workday","10","Fourth","Second","Autumn","2023","14:54:17","Black Friday","12","7"
"10/17/2023","09:58:07","3","Workday","10","Fourth","Second","Autumn","2023","14:27:39","Black Friday","6","14"
"10/18/2023","01:56:51","4","Workday","10","Fourth","Second","Autumn","2023","14:53:21","Black Friday","8","11"
"10/19/2023","00:32:24","5","Workday","10","Fourth","Second","Autumn","2023","11:12:53","Black Friday","15","15"
"10/20/2023","14:03:19","6","Weekend","10","Fourth","Second","Autumn","2023","13:58:13","Black Friday","2","1"
"10/21/2023","21:51:24","7","Weekend","10","Fourth","Second","Autumn","2023","13:36:15","Black Friday","16","18"
"10/22/2023","11:50:44","1","Workday","10","Fourth","Second","Autumn","2023","12:12:12","Black Friday","13","16"
"10/23/2023","01:50:18","2","Workday","10","Fourth","Second","Autumn","2023","13:14:10","Black Friday","9","18"
"10/24/2023","10:48:42","3","Workday","10","Fourth","Second","Autumn","2023","11:07:30","Black Friday","16","4"
"10/25/2023","15:12:26","4","Workday","10","Fourth","Second","Autumn","2023","12:35:43","Black Friday","16","15"
"10/26/2023","07:48:01","5","Workday","10","Fourth","Second","Autumn","2023","13:23:46","Black Friday","7","13"
"10/27/2023","21:13:03","6","Weekend","10","Fourth","Second","Autumn","2023","11:03:38","Black Friday","9","18"
"10/28/2023","14:14:33","7","Weekend","10","Fourth","Second","Autumn","2023","14:30:25","Black Friday","10","1"
"10/29/2023","02:50:18","1","Workday","10","Fourth","Second","Autumn","2023","13:52:20","Black Friday","11","18"
"10/30/2023","02:17:15","2","Workday","10","Fourth","Second","Autumn","2023","13:14:34","Black Friday","19","1"
"10/31/2023","00:42:56","3","Workday","10","Fourth","Second","Autumn","2023","11:16:07","Black Friday","4","15"
"11/1/2023","19:38:24","4","Workday","11","Fourth","Second","Autumn","2023","11:41:18","Christmas","20","6"
"11/2/2023","07:09:38","5","Workday","11","Fourth","Second","Autumn","2023","11:29:56","Christmas","14","13"
"11/3/2023","07:05:14","6","Weekend","11","Fourth","Second","Autumn","2023","12:38:07","Christmas","18","5"
"11/4/2023","02:00:14","7","Weekend","11","Fourth","Second","Autumn","2023","11:07:56","Christmas","17","11"
"11/5/2023","04:15:58","1","Workday","11","Fourth","Second","Autumn","2023","12:18:13","Christmas","19","1"
"11/6/2023","09:37:04","2","Workday","11","Fourth","Second","Autumn","2023","11:56:47","Christmas","7","8"
"11/7/2023","23:07:30","3","Workday","11","Fourth","Second","Autumn","2023","12:38:24","Christmas","15","13"
"11/8/2023","02:15:18","4","Workday","11","Fourth","Second","Autumn","2023","13:30:56","Christmas","20","7"
"11/9/2023","08:48:20","5","Workday","11","Fourth","Second","Autumn","2023","13:51:57","Christmas","12","6"
"11/10/2023","11:15:33","6","Weekend","11","Fourth","Second","Autumn","2023","12:11:16","Christmas","11","17"
"11/11/2023","12:49:24","7","Weekend","11","Fourth","Second","Autumn","2023","14:17:17","Christmas","18","8"
"11/12/2023","11:42:26","1","Workday","11","Fourth","Second","Autumn","2023","11:50:23","Christmas","16","1"
"11/13/2023","07:39:06","2","Workday","11","Fourth","Second","Autumn","2023","13:30:48","Christmas","19","15"
"11/14/2023","14:35:35","3","Workday","11","Fourth","Second","Autumn","2023","14:07:31","Christmas","4","18"
"11/15/2023","02:39:11","4","Workday","11","Fourth","Second","Autumn","2023","14:58:43","Christmas","17","8"
"11/16/2023","04:53:29","5","Workday","11","Fourth","Second","Autumn","2023","11:25:49","Christmas","3","10"
"11/17/2023","15:56:34","6","Weekend","11","Fourth","Second","Autumn","2023","12:39:52","Christmas","19","12"
"11/18/2023","00:53:15","7","Weekend","11","Fourth","Second","Autumn","2023","14:36:27","Christmas","13","2"
"11/19/2023","18:37:02","1","Workday","11","Fourth","Second","Autumn","2023","13:18:21","Christmas","16","19"
"11/20/2023","09:48:37","2","Workday","11","Fourth","Second","Autumn","2023","13:52:21","Christmas","2","11"
"11/21/2023","22:47:27","3","Workday","11","Fourth","Second","Autumn","2023","12:40:43","Christmas","18","6"
"11/22/2023","09:45:18","4","Workday","11","Fourth","Second","Autumn","2023","11:39:39","Christmas","7","4"
"11/23/2023","01:32:38","5","Workday","11","Fourth","Second","Autumn","2023","12:44:55","Christmas","14","6"
"11/24/2023","13:29:29","6","Weekend","11","Fourth","Second","Autumn","2023","13:01:53","Christmas","6","20"
"11/25/2023","23:01:32","7","Weekend","11","Fourth","Second","Autumn","2023","12:51:31","Christmas","3","15"
"11/26/2023","16:50:51","1","Workday","11","Fourth","Second","Autumn","2023","13:00:59","Christmas","14","3"
"11/27/2023","00:49:38","2","Workday","11","Fourth","Second","Autumn","2023","13:33:46","Christmas","8","10"
"11/28/2023","02:29:05","3","Workday","11","Fourth","Second","Autumn","2023","12:17:40","Christmas","8","15"
"11/29/2023","22:17:09","4","Workday","11","Fourth","Second","Autumn","2023","12:25:44","Christmas","20","3"
"11/30/2023","12:40:03","5","Workday","11","Fourth","Second","Autumn","2023","13:24:34","Christmas","2","7"
"12/1/2023","05:07:03","6","Weekend","12","Fourth","Second","Autumn","2023","13:00:37","Christmas","12","1"
"12/2/2023","11:31:54","7","Weekend","12","Fourth","Second","Autumn","2023","11:01:02","Christmas","5","5"
"12/3/2023","14:47:21","1","Workday","12","Fourth","Second","Autumn","2023","14:21:01","Christmas","17","7"
"12/4/2023","00:45:23","2","Workday","12","Fourth","Second","Autumn","2023","12:37:12","Christmas","15","12"
"12/5/2023","18:09:44","3","Workday","12","Fourth","Second","Autumn","2023","14:46:59","Christmas","11","5"
"12/6/2023","09:39:32","4","Workday","12","Fourth","Second","Autumn","2023","14:33:34","Christmas","11","18"
"12/7/2023","20:52:09","5","Workday","12","Fourth","Second","Autumn","2023","13:36:26","Christmas","16","13"
"12/8/2023","22:55:17","6","Weekend","12","Fourth","Second","Autumn","2023","14:06:56","Christmas","9","8"
"12/9/2023","14:43:37","7","Weekend","12","Fourth","Second","Autumn","2023","14:20:50","Christmas","7","13"
"12/10/2023","08:13:03","1","Workday","12","Fourth","Second","Autumn","2023","12:40:30","Christmas","3","11"
"12/11/2023","06:19:42","2","Workday","12","Fourth","Second","Autumn","2023","13:06:42","Christmas","18","2"
"12/12/2023","07:49:19","3","Workday","12","Fourth","Second","Autumn","2023","14:20:13","Christmas","2","13"
"12/13/2023","19:12:45","4","Workday","12","Fourth","Second","Autumn","2023","14:03:47","Christmas","4","6"
"12/14/2023","14:50:48","5","Workday","12","Fourth","Second","Autumn","2023","14:21:32","Christmas","16","19"
"12/15/2023","22:33:45","6","Weekend","12","Fourth","Second","Autumn","2023","12:35:54","Christmas","15","11"
"12/16/2023","03:00:04","7","Weekend","12","Fourth","Second","Autumn","2023","14:02:35","Christmas","10","7"
"12/17/2023","10:13:00","1","Workday","12","Fourth","Second","Autumn","2023","13:45:52","Christmas","11","13"
"12/18/2023","11:14:54","2","Workday","12","Fourth","Second","Autumn","2023","13:50:19","Christmas","2","12"
"12/19/2023","10:20:45","3","Workday","12","Fourth","Second","Autumn","2023","12:53:35","Christmas","14","11"
"12/20/2023","01:45:02","4","Workday","12","Fourth","Second","Autumn","2023","11:23:23","Christmas","11","17"
"12/21/2023","23:46:56","5","Workday","12","Fourth","Second","Autumn","2023","13:07:35","Christmas","10","15"
"12/22/2023","21:01:42","6","Weekend","12","Fourth","Second","Winter","2023","14:40:58","Christmas","19","14"
"12/23/2023","14:55:19","7","Weekend","12","Fourth","Second","Winter","2023","13:08:14","Christmas","15","9"
"12/24/2023","13:17:38","1","Workday","12","Fourth","Second","Winter","2023","12:44:39","Christmas","20","16"
"12/25/2023","15:53:27","2","Workday","12","Fourth","Second","Winter","2023","14:54:08","Christmas","6","16"
"12/26/2023","05:32:01","3","Workday","12","Fourth","Second","Winter","2023","11:20:27","Christmas","3","13"
"12/27/2023","20:15:42","4","Workday","12","Fourth","Second","Winter","2023","12:57:01","Christmas","5","5"
"12/28/2023","09:16:01","5","Workday","12","Fourth","Second","Winter","2023","14:05:49","Christmas","3","19"
"12/29/2023","10:57:05","6","Weekend","12","Fourth","Second","Winter","2023","12:00:54","Christmas","20","4"
"12/30/2023","19:32:47","7","Weekend","12","Fourth","Second","Winter","2023","13:56:13","Christmas","18","20"
"12/31/2023","06:26:47","1","Workday","12","Fourth","Second","Winter","2023","13:14:21","Christmas","1","3"
