date;time_of_the_day;week day;weekday_weekend;month;quarter;semester;season;year;peak_shopping_time;promotional_period;order_processing_time;return_period
14/10/2023;03:30:04;7;Weekend;10;Fourth;Second;Autumn;2023;13:47:03;Black Friday;20;3
15/10/2023;16:13:04;1;Workday;10;Fourth;Second;Autumn;2023;14:41:06;Black Friday;11;10
16/10/2023;12:27:10;2;Workday;10;Fourth;Second;Autumn;2023;14:54:17;Black Friday;12;7
17/10/2023;09:58:07;3;Workday;10;Fourth;Second;Autumn;2023;14:27:39;Black Friday;6;14
18/10/2023;01:56:51;4;Workday;10;Fourth;Second;Autumn;2023;14:53:21;Black Friday;8;11
19/10/2023;00:32:24;5;Workday;10;Fourth;Second;Autumn;2023;11:12:53;Black Friday;15;15
20/10/2023;14:03:19;6;Weekend;10;Fourth;Second;Autumn;2023;13:58:13;Black Friday;2;1
21/10/2023;21:51:24;7;Weekend;10;Fourth;Second;Autumn;2023;13:36:15;Black Friday;16;18
22/10/2023;11:50:44;1;Workday;10;Fourth;Second;Autumn;2023;12:12:12;Black Friday;13;16
23/10/2023;01:50:18;2;Workday;10;Fourth;Second;Autumn;2023;13:14:10;Black Friday;9;18
24/10/2023;10:48:42;3;Workday;10;Fourth;Second;Autumn;2023;11:07:30;Black Friday;16;4
25/10/2023;15:12:26;4;Workday;10;Fourth;Second;Autumn;2023;12:35:43;Black Friday;16;15
26/10/2023;07:48:01;5;Workday;10;Fourth;Second;Autumn;2023;13:23:46;Black Friday;7;13
27/10/2023;21:13:03;6;Weekend;10;Fourth;Second;Autumn;2023;11:03:38;Black Friday;9;18
28/10/2023;14:14:33;7;Weekend;10;Fourth;Second;Autumn;2023;14:30:25;Black Friday;10;1
29/10/2023;02:50:18;1;Workday;10;Fourth;Second;Autumn;2023;13:52:20;Black Friday;11;18
30/10/2023;02:17:15;2;Workday;10;Fourth;Second;Autumn;2023;13:14:34;Black Friday;19;1
31/10/2023;00:42:56;3;Workday;10;Fourth;Second;Autumn;2023;11:16:07;Black Friday;4;15
01/11/2023;19:38:24;4;Workday;11;Fourth;Second;Autumn;2023;11:41:18;Christmas;20;6
02/11/2023;07:09:38;5;Workday;11;Fourth;Second;Autumn;2023;11:29:56;Christmas;14;13
03/11/2023;07:05:14;6;Weekend;11;Fourth;Second;Autumn;2023;12:38:07;Christmas;18;5
04/11/2023;02:00:14;7;Weekend;11;Fourth;Second;Autumn;2023;11:07:56;Christmas;17;11
05/11/2023;04:15:58;1;Workday;11;Fourth;Second;Autumn;2023;12:18:13;Christmas;19;1
06/11/2023;09:37:04;2;Workday;11;Fourth;Second;Autumn;2023;11:56:47;Christmas;7;8
07/11/2023;23:07:30;3;Workday;11;Fourth;Second;Autumn;2023;12:38:24;Christmas;15;13
08/11/2023;02:15:18;4;Workday;11;Fourth;Second;Autumn;2023;13:30:56;Christmas;20;7
09/11/2023;08:48:20;5;Workday;11;Fourth;Second;Autumn;2023;13:51:57;Christmas;12;6
10/11/2023;11:15:33;6;Weekend;11;Fourth;Second;Autumn;2023;12:11:16;Christmas;11;17
11/11/2023;12:49:24;7;Weekend;11;Fourth;Second;Autumn;2023;14:17:17;Christmas;18;8
12/11/2023;11:42:26;1;Workday;11;Fourth;Second;Autumn;2023;11:50:23;Christmas;16;1
13/11/2023;07:39:06;2;Workday;11;Fourth;Second;Autumn;2023;13:30:48;Christmas;19;15
14/11/2023;14:35:35;3;Workday;11;Fourth;Second;Autumn;2023;14:07:31;Christmas;4;18
15/11/2023;02:39:11;4;Workday;11;Fourth;Second;Autumn;2023;14:58:43;Christmas;17;8
16/11/2023;04:53:29;5;Workday;11;Fourth;Second;Autumn;2023;11:25:49;Christmas;3;10
17/11/2023;15:56:34;6;Weekend;11;Fourth;Second;Autumn;2023;12:39:52;Christmas;19;12
18/11/2023;00:53:15;7;Weekend;11;Fourth;Second;Autumn;2023;14:36:27;Christmas;13;2
19/11/2023;18:37:02;1;Workday;11;Fourth;Second;Autumn;2023;13:18:21;Christmas;16;19
20/11/2023;09:48:37;2;Workday;11;Fourth;Second;Autumn;2023;13:52:21;Christmas;2;11
21/11/2023;22:47:27;3;Workday;11;Fourth;Second;Autumn;2023;12:40:43;Christmas;18;6
22/11/2023;09:45:18;4;Workday;11;Fourth;Second;Autumn;2023;11:39:39;Christmas;7;4
23/11/2023;01:32:38;5;Workday;11;Fourth;Second;Autumn;2023;12:44:55;Christmas;14;6
24/11/2023;13:29:29;6;Weekend;11;Fourth;Second;Autumn;2023;13:01:53;Christmas;6;20
25/11/2023;23:01:32;7;Weekend;11;Fourth;Second;Autumn;2023;12:51:31;Christmas;3;15
26/11/2023;16:50:51;1;Workday;11;Fourth;Second;Autumn;2023;13:00:59;Christmas;14;3
27/11/2023;00:49:38;2;Workday;11;Fourth;Second;Autumn;2023;13:33:46;Christmas;8;10
28/11/2023;02:29:05;3;Workday;11;Fourth;Second;Autumn;2023;12:17:40;Christmas;8;15
29/11/2023;22:17:09;4;Workday;11;Fourth;Second;Autumn;2023;12:25:44;Christmas;20;3
30/11/2023;12:40:03;5;Workday;11;Fourth;Second;Autumn;2023;13:24:34;Christmas;2;7
01/12/2023;05:07:03;6;Weekend;12;Fourth;Second;Autumn;2023;13:00:37;Christmas;12;1
02/12/2023;11:31:54;7;Weekend;12;Fourth;Second;Autumn;2023;11:01:02;Christmas;5;5
03/12/2023;14:47:21;1;Workday;12;Fourth;Second;Autumn;2023;14:21:01;Christmas;17;7
04/12/2023;00:45:23;2;Workday;12;Fourth;Second;Autumn;2023;12:37:12;Christmas;15;12
05/12/2023;18:09:44;3;Workday;12;Fourth;Second;Autumn;2023;14:46:59;Christmas;11;5
06/12/2023;09:39:32;4;Workday;12;Fourth;Second;Autumn;2023;14:33:34;Christmas;11;18
07/12/2023;20:52:09;5;Workday;12;Fourth;Second;Autumn;2023;13:36:26;Christmas;16;13
08/12/2023;22:55:17;6;Weekend;12;Fourth;Second;Autumn;2023;14:06:56;Christmas;9;8
09/12/2023;14:43:37;7;Weekend;12;Fourth;Second;Autumn;2023;14:20:50;Christmas;7;13
10/12/2023;08:13:03;1;Workday;12;Fourth;Second;Autumn;2023;12:40:30;Christmas;3;11
11/12/2023;06:19:42;2;Workday;12;Fourth;Second;Autumn;2023;13:06:42;Christmas;18;2
12/12/2023;07:49:19;3;Workday;12;Fourth;Second;Autumn;2023;14:20:13;Christmas;2;13
13/12/2023;19:12:45;4;Workday;12;Fourth;Second;Autumn;2023;14:03:47;Christmas;4;6
14/12/2023;14:50:48;5;Workday;12;Fourth;Second;Autumn;2023;14:21:32;Christmas;16;19
15/12/2023;22:33:45;6;Weekend;12;Fourth;Second;Autumn;2023;12:35:54;Christmas;15;11
16/12/2023;03:00:04;7;Weekend;12;Fourth;Second;Autumn;2023;14:02:35;Christmas;10;7
17/12/2023;10:13:00;1;Workday;12;Fourth;Second;Autumn;2023;13:45:52;Christmas;11;13
18/12/2023;11:14:54;2;Workday;12;Fourth;Second;Autumn;2023;13:50:19;Christmas;2;12
19/12/2023;10:20:45;3;Workday;12;Fourth;Second;Autumn;2023;12:53:35;Christmas;14;11
20/12/2023;01:45:02;4;Workday;12;Fourth;Second;Autumn;2023;11:23:23;Christmas;11;17
21/12/2023;23:46:56;5;Workday;12;Fourth;Second;Autumn;2023;13:07:35;Christmas;10;15
22/12/2023;21:01:42;6;Weekend;12;Fourth;Second;Winter;2023;14:40:58;Christmas;19;14
23/12/2023;14:55:19;7;Weekend;12;Fourth;Second;Winter;2023;13:08:14;Christmas;15;9
24/12/2023;13:17:38;1;Workday;12;Fourth;Second;Winter;2023;12:44:39;Christmas;20;16
25/12/2023;15:53:27;2;Workday;12;Fourth;Second;Winter;2023;14:54:08;Christmas;6;16
26/12/2023;05:32:01;3;Workday;12;Fourth;Second;Winter;2023;11:20:27;Christmas;3;13
27/12/2023;20:15:42;4;Workday;12;Fourth;Second;Winter;2023;12:57:01;Christmas;5;5
28/12/2023;09:16:01;5;Workday;12;Fourth;Second;Winter;2023;14:05:49;Christmas;3;19
29/12/2023;10:57:05;6;Weekend;12;Fourth;Second;Winter;2023;12:00:54;Christmas;20;4
30/12/2023;19:32:47;7;Weekend;12;Fourth;Second;Winter;2023;13:56:13;Christmas;18;20
31/12/2023;06:26:47;1;Workday;12;Fourth;Second;Winter;2023;13:14:21;Christmas;1;3
